distinct_id,case when page = 'discuss_detail' then '4' when page = 'group' then '5' end,item_nid,count(1)
u:2356102,4,cd59bb02-9232-4f92-ae07-1be84a5bd3bf,1
u:167371,5,79915e31-7859-4122-8253-b491e7891c8e,2
u:764134,5,79915e31-7859-4122-8253-b491e7891c8e,3
u:2243472,4,61baba65-b451-416f-9680-b5d8c8626d72,1
u:1246108,4,0254b814-28f9-4968-be5b-0feeb41d57a8,1
u:2134028,4,d080fe5c-c02b-4185-91bd-f0fa77fd92ca,1
u:2357416,4,174bbe15-a1e0-4948-9964-2bb44309f012,1
d:711a7661c5e98e12b8d3dc279a9a2df1d779e832,5,d4d1bd51-acc6-47bb-b99b-6fece7b8a8a7,2
u:1323262,5,2f3fdecb-ba44-4057-9803-fa963c35162e,4
u:1127374,4,5213a045-1787-4901-b2c1-8508c5dfe222,2
u:2362850,4,f868a4ef-1750-42ad-a599-45d7d565b72d,1
u:2158332,4,ab881695-bf57-43c3-afba-94570619b271,1
u:599834,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,2
u:2356557,4,18294944-10c6-4252-be53-dc29a8a83ef7,1
d:f7f62bc5-33f0-3292-bb49-45f4e6e0ae22,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
u:2360448,4,2ae1c63b-ad8b-4d45-9952-24cd79ddd1bb,1
u:2179942,4,13a3c4d7-250b-4351-b858-ddb2e4aa8082,2
d:dc7f71fc-7af9-38f4-a730-cbc2a6db8129,4,f991ca85-9fe8-497b-83ab-b0432af998cf,2
u:2065655,4,d1d0a06e-8f65-4fa7-9248-de1be2e90d9d,1
d:c31c6d10-71fd-3bd1-94d5-5871b89a26b4,4,5213a045-1787-4901-b2c1-8508c5dfe222,1
u:2346201,4,67b27609-1318-4b5f-8d4b-42f462c0b1f5,1
u:2263111,4,ef7c3eac-f57c-49a3-9950-56006236b2be,1
u:2288035,4,7c1746f3-8a85-421c-8de7-bdea5280892b,1
u:2355080,4,0358f6c8-3c24-423d-a854-452c6f6c6e3c,1
u:2273326,4,ef7c3eac-f57c-49a3-9950-56006236b2be,1
u:2177578,4,ab881695-bf57-43c3-afba-94570619b271,1
u:2009256,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:20069102,4,111e685e-30ab-4ebd-ae23-f55a66ec7b43,1
u:2341540,4,21a5d554-81ac-4a69-9c70-41d2fc650929,1
u:2081801,4,ae2157f1-f07e-428b-902b-e57d4c8e8934,1
u:2361616,4,223858e8-ffd2-4dce-bb68-999432e971a5,2
u:1111788,4,33d9a211-1620-4eff-94d6-4b9d5e74bbc0,1
d:4689939b-7900-31c3-84a8-e30286c1bcb7,5,a8ee8679-fbc3-4d22-992f-c7ba0eeed946,4
d:600bd9c4-f63c-3e79-a401-84927c93a524,5,c6edca31-909c-449e-a07a-54496a67e1a2,2
d:9b7fbd11-a74f-37c0-957f-51f07b558f0f,4,3d8f3690-a932-467d-83be-cf6a96b387b8,1
