distinct_id,case when page = 'discuss_detail' then '4' when page = 'group' then '5' end,item_nid,count(1)
d:240d8d39ca598140837625b0e147aba2d3c2aa16,4,02e61204-3982-4fcd-8697-6bd3d1361636,1
u:2116397,5,79915e31-7859-4122-8253-b491e7891c8e,6
u:2078570,4,55cb3231-c9ce-40a7-bd14-2097976e31b2,2
u:2333977,4,596d87c4-fae5-4c58-bd31-20d527098ce0,1
u:1032968,4,28dd7b51-ae42-46c4-adc9-fcf20f2c6fb6,1
u:2161008,4,567e91c9-c0b2-4663-a4e0-99d97accee59,1
u:1283420,4,918fe099-88cb-4ae8-95e7-0977ad420391,1
u:957934,4,01ccd39a-97c3-4a47-839c-44a6901bfc1c,1
u:2195394,4,4007fe19-2eba-439a-95ce-fe1dd28f43e9,1
u:2341570,4,6e982ec9-f7a6-478f-bcf1-38eafa2d1e18,1
u:2121850,5,c6edca31-909c-449e-a07a-54496a67e1a2,7
u:2339732,5,c6edca31-909c-449e-a07a-54496a67e1a2,6
u:20010374,4,e39fe229-a79a-42f8-8f13-d827ff0bb133,1
u:2354074,4,1a674662-cf44-44a9-949f-7f3ce6876b89,2
u:20020818,5,c6edca31-909c-449e-a07a-54496a67e1a2,20
u:2024600,4,afbe61e0-5c3f-42ff-aa25-2b6bd5b41355,1
d:0feb76010f2a6589baca61c42116f616b4ddb976,4,b9ea5534-fd55-4ac1-ad19-5128f7d31aae,1
u:2015210,4,55cb3231-c9ce-40a7-bd14-2097976e31b2,1
u:2111137,4,9305ec6c-7158-47ce-8a88-87844ed677a9,1
u:2185753,4,76c9e814-249d-449d-8d7b-b020ed3682ee,1
u:2355076,5,05c6ed35-e1dc-4eb1-adcf-f94016d056ac,1
u:1475408,4,64a71c15-fa66-48ca-90c2-6b145571c0db,1
u:2249504,4,212e2e3c-15da-4d9f-9f6d-cfa9b46c509d,1
u:2018836,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:1442844,4,55cb3231-c9ce-40a7-bd14-2097976e31b2,1
u:2347526,4,7d983602-be9c-4904-ad86-872746b81ecc,1
d:14b863970b47f9347f93e456f8d920861856fb54,4,556453c5-4c28-4f0f-857f-749d884e5cd9,1
u:646660,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
u:2352394,4,cc560d83-857f-4264-834e-ac5baa2b298c,1
u:1018314,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
u:2172999,4,e16f66f7-3ec5-403b-9ceb-5147dbb58e2b,2
u:1115106,4,518e2cf6-464f-4f4a-87b8-6400e22458de,1
u:833610,4,24639f24-e867-4b6b-bba4-ef208aa3301d,1
u:1441630,4,07b9d9a6-5e82-4217-9a09-a93872f95cf5,1
u:20000280,4,d5e2d804-5bec-451c-ab5d-3256a277abef,1
u:1017978,4,906f4715-092b-41c9-9899-c2b09018404d,1
u:423290,4,72c96868-4242-4a73-b5be-c5149d2d55ea,1
u:743818,4,2cf14ab9-c473-449d-ab80-e3a17c4faf76,1
u:2353449,5,8a4571a1-c68f-4f4c-87c6-b5346d9aaafa,6
u:2033141,5,8a4571a1-c68f-4f4c-87c6-b5346d9aaafa,4
u:2299563,4,8f921995-cbec-4039-8b18-93ac66413151,1
d:c60933623def8a6d7ac8ed50596d82f9d6e66251,4,4484477f-2121-4de3-a4e1-ef072b41e76f,1
u:2242624,4,4bba24db-5f45-435b-92bc-c55c655ce3db,1
u:2352970,5,d4d1bd51-acc6-47bb-b99b-6fece7b8a8a7,12
d:8fc75b5a-e936-3375-860e-ccd971342c71,5,f86b39d4-3526-11e5-92d3-3c07542d4811,2
u:2105001,4,8d4073db-a682-477f-b4da-b2907bad1274,1
u:2076092,4,84f4ac51-5170-495e-80bc-a4a7c58ff6b6,1
d:597f898e-a45e-3108-91d6-fb220aa58c5a,4,768fdcd3-763b-41f8-97cb-33da6469ce8e,1
d:7122c48f98cbfdcc009b8fb51af5a8e6d10dc5d4,4,699daf8b-c5cf-4504-9860-14118c93e8cf,1
u:2354335,5,79915e31-7859-4122-8253-b491e7891c8e,4
u:20066272,4,d5e2d804-5bec-451c-ab5d-3256a277abef,3
u:2230517,4,b717dfad-e441-44a1-8259-67d06cffff16,1
d:442fb221-506a-369b-94b0-dbb799b6a01b,5,a3e05bc0-c58b-499d-a1e9-0827b4185536,4
u:340599,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:2179683,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
u:558566,5,8a4571a1-c68f-4f4c-87c6-b5346d9aaafa,3
u:1389326,4,5d18dd7f-60b1-45b8-a6d8-440ea94ce75c,1
u:2151786,4,9a0ce179-9abf-4c3f-8daa-c5ba6988f938,2
u:2305839,4,84e8b431-7d41-47c0-a478-a9425539d408,2
d:99ba430e0d23bbaf7c0dad71940334d5a75941c2,4,2b5873a1-1dee-4522-8707-32596260818b,1
u:548248,5,6f8b1fe6-27b5-4f34-a0a2-0f09f2e5d6e0,3
u:1403366,4,55cb3231-c9ce-40a7-bd14-2097976e31b2,1
d:5db31036-8284-3f85-84ae-59ca00c99e8e,4,abf88f1c-455a-4bba-9362-51f537519d9e,1
u:2252633,4,66a950ee-d6f3-4094-94c2-6241007ea91d,1
u:2071588,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
u:2080242,4,07b9d9a6-5e82-4217-9a09-a93872f95cf5,1
u:493910,4,8674b1a6-e570-45b8-a6ab-140c79b23b5e,1
u:2353300,4,db3ebdb0-0aec-4a00-a9b7-55eb5d852110,1
u:2290635,5,36616d54-b2de-43a6-94b9-1e6ad629a059,5
u:2332095,4,c4b3ea01-3741-457d-a3ed-6811e2d3e32a,1
u:2017804,5,6f8b1fe6-27b5-4f34-a0a2-0f09f2e5d6e0,2
u:20099744,4,918fe099-88cb-4ae8-95e7-0977ad420391,1
u:2267649,4,32163cee-ddc8-4bc9-ae67-c3eda28176df,1
u:2231815,4,8d8a3c41-28f6-41bc-88cc-bc59ef165d3e,1
u:2268343,4,0904f6d5-3b51-4f40-b8e1-821ac4cab6db,1
d:860fe651-1d33-3177-a86c-676e4587094f,4,7f60d20b-3668-40d5-8fb0-72bed590903a,1
u:2101899,4,c2e5d546-80df-40f3-9b2d-4f4d272ed877,1
u:2194750,4,34ce1583-5cc3-4a42-b113-0a974195959b,1
u:2340732,4,100d1012-e7ff-4676-a139-0dc7976e6b06,2
u:2340775,4,6b565a95-39c9-40d6-bccc-ae6ac3768e08,1
u:2272436,4,d78acc59-8888-438f-a522-9e544355283a,1
u:752118,4,80193d9e-02b3-4e2d-9fa9-6583eaa6a830,1
u:2297700,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:2291199,4,c9e2555a-b469-4042-b0cf-5614fe6df5ac,1
u:2349032,5,4afffd22-beef-4d18-9fe7-e7430166ba83,4
u:2241800,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
u:373315,5,0df9a719-f79f-49d6-8cf8-d271c6201bce,3
u:2135951,5,35f58ead-b897-4a3b-abc9-3a6763e4cbd0,2
d:e0587b07-5684-32b6-947c-0a19430e5845,4,7274f2b9-e404-4e39-81a9-72c01abf4e1d,1
u:1003502,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
u:32660,4,639d14b1-d60c-4b66-8f56-50f78c4b6c5f,1
u:465524,4,b4962dec-1347-44d0-8b83-60807eef5ed5,1
u:2058698,4,f048207e-998e-433f-8c91-2200e8942eb0,1
u:907052,4,28c61bfb-dca1-4712-9957-388a8ff90530,2
u:114645,5,79915e31-7859-4122-8253-b491e7891c8e,1
u:2112909,4,3c5415b7-5ec9-447a-9677-e714636dcf72,1
u:2355332,4,35919d3f-8e4c-44c5-8250-afa9f724f8a3,1
u:2331636,4,55cb3231-c9ce-40a7-bd14-2097976e31b2,1
u:2351974,4,7c1746f3-8a85-421c-8de7-bdea5280892b,1
u:207435,4,029eaf95-e42d-484a-a66b-d4e4f9a0fc94,1
u:2187722,4,ae84ac31-6b3f-49bb-b630-ae720e1a5294,1
u:2222838,5,79915e31-7859-4122-8253-b491e7891c8e,3
u:582648,4,91acc129-5799-4918-8f76-7e143ddb52fb,2
u:2353037,4,790dec6b-8f63-4ef0-9baf-2e45ca21336c,1
u:2052483,4,7bfb1a2a-30b9-4691-bf77-7691e22c1e97,1
d:fd70398efd831a0863252a2208741d117621ccbb,4,839095bc-08ca-4ad5-97b7-a77a218d1622,1
u:2354710,4,59c42b3f-9a3b-11e5-bc81-00ff63160e11,2
d:14622c29-586a-3352-9d5b-980f757246f1,5,d4d1bd51-acc6-47bb-b99b-6fece7b8a8a7,2
d:a7f09c899bdbf92bf4bd812e7548f8c5f7c36b9e,5,c6edca31-909c-449e-a07a-54496a67e1a2,3
u:2354578,5,e518851a-ade0-4156-8e30-00d959d351f1,3
u:2355332,5,05c6ed35-e1dc-4eb1-adcf-f94016d056ac,9
u:2353036,4,7c1746f3-8a85-421c-8de7-bdea5280892b,1
d:68fd8e6f-2fbe-3bd6-9375-bb813504a093,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,5
d:da1782eff71a340abf71adedd21ecdaebdfd666a,4,8f921995-cbec-4039-8b18-93ac66413151,2
d:4aa07c74d4a5fd852dd2c90d93e62ded9e275290,4,7ad8a862-91d9-496e-bc1e-8e3325f08d2f,1
u:2113624,4,be3b1bc8-eabc-4c5c-8f61-1d1b553992dd,2
d:f14ebc53-fead-30cf-92eb-46eafb78c0eb,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
u:2353668,4,a51fdd73-8235-43ac-9e79-6e4ded73bcb1,1
u:2234368,5,2f3fdecb-ba44-4057-9803-fa963c35162e,8
u:2298916,4,9744c763-f8a9-466c-b680-7708e99fabb9,1
u:963366,4,46c10fa4-6243-4f98-bbbc-6598db85b952,1
u:1344264,4,a4427770-03a0-41e8-9276-fe496536057f,1
u:2312055,4,eb417914-f430-4971-9910-0ce24d59f322,1
d:2228aefa51a1bf24e3400d00acc82005ac201237,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:752118,4,b5cb6eb7-d18b-44f2-bc1c-13b8877d99e3,1
u:2222234,4,6409edd5-4e79-4d93-808a-57e3181af070,1
d:ad532fb9f2620afb40b05ac59f8737d7f707b5f3,4,421e19a8-1c22-4cc1-bebe-e86f0c3ed043,1
d:d71e8d09-2937-3add-8bb5-c659cf227b7a,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:2355332,4,494cafe4-3156-4ce7-a10f-b8d93427640c,1
u:2143102,5,79915e31-7859-4122-8253-b491e7891c8e,3
u:2339732,4,2ec5f014-54bb-42a3-9c82-de50b5073eef,2
u:247509,4,08aa76c9-d328-4e56-859b-eadfca347457,1
u:1406642,4,5132a975-b369-4fee-8d26-d084b575de32,1
u:2083259,5,4540e213-1359-45fb-8e5e-88b096d1b5ea,4
u:967636,5,35f58ead-b897-4a3b-abc9-3a6763e4cbd0,9
u:2354966,5,12f10fd3-38d1-471c-a1d3-2082b5e26630,5
d:e30adbb8-a401-3f4a-a0fd-d2e66a1fd69c,4,dfb6f94b-c231-42c6-a2f9-35987e5401ba,1
d:ca029fb5395d3a0b0de688bb781f2cc4f4d4e027,4,0ab6659c-3188-4694-8014-bb07d1bd6b33,1
u:2352630,4,b1caeb40-ba25-4c7f-925f-1d86eacd827f,1
u:1474508,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:2323998,4,15813d3f-c50d-4ff5-9ebe-20149216aec4,1
u:20035246,5,79915e31-7859-4122-8253-b491e7891c8e,5
u:1050082,4,4aa1f347-ef37-469f-83bc-3f73c8ecd6ea,1
u:2316648,4,2a05ba05-0156-4206-8b55-9d53d98296b6,1
d:f0a7f9df-adca-3549-b3e5-b5502a5e7a24,4,8f921995-cbec-4039-8b18-93ac66413151,1
d:9d0922a7-347c-384f-8057-4f1da0b3f925,4,26f97b39-e779-4cb9-a208-0eccc84cb4e9,1
u:2312328,5,8a4571a1-c68f-4f4c-87c6-b5346d9aaafa,2
d:826d23dbf1c9814bdabec341e6493ca25a73c687,4,5455aa68-1825-45f1-ab3a-d155f06a05d4,1
d:720f4eb2-2d7b-388d-9102-be876c7343c9,5,f86b39d4-3526-11e5-92d3-3c07542d4811,3
d:51aadd5a-12b4-34f1-9a1f-70c2e2bafcb2,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:2355264,4,442751de-f0cb-4bee-b419-3d5b9fe5dd21,1
u:2064323,5,79915e31-7859-4122-8253-b491e7891c8e,3
d:ec334595-f431-31c9-a14c-8147f2ee5b15,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:2332193,4,3cf5ee53-49cf-463b-879f-2bea0db9eb70,1
u:2212016,4,7be674a1-6433-406d-88d6-2466456611ce,1
u:1296440,4,7c1746f3-8a85-421c-8de7-bdea5280892b,1
u:2127147,4,28dd7b51-ae42-46c4-adc9-fcf20f2c6fb6,1
u:2198395,4,2ec5f014-54bb-42a3-9c82-de50b5073eef,1
u:2324627,4,81a2df26-190b-4a66-963c-dd392bf77dee,1
u:41350,4,b22f00ec-34a8-4548-8622-f8d1f1abeaf6,1
u:2136978,4,05a59d2c-ad82-4ef0-ad36-06635077f55c,1
u:2313483,4,461bb7b4-04a9-4da6-8a76-1b8aeec69e81,1
u:2293550,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
d:d1a3c36240db5c031765665eb590ae27d890d749,4,739aa54c-f053-447d-ac4a-fde552b99cf9,1
d:bb7c2c30-b768-3546-a95e-0e2115670fa6,4,35919d3f-8e4c-44c5-8250-afa9f724f8a3,2
d:e54dd1a2-bf57-390a-af0e-60a37659ac8b,4,2c888518-9ae8-42a0-bad3-a92bc014ec07,1
u:2339732,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:2047363,4,94d22812-13a3-4828-9409-b820b28922ea,2
u:1192178,4,7c1746f3-8a85-421c-8de7-bdea5280892b,1
u:2315035,4,44e027c2-e1b5-4805-ae59-6fb74a66c1bf,1
u:2332414,4,7ac4f314-0560-42b4-b7d9-044ed6d6c49a,1
u:2231899,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
u:2277159,4,7c1746f3-8a85-421c-8de7-bdea5280892b,1
u:2297655,4,05a59d2c-ad82-4ef0-ad36-06635077f55c,1
u:66518,4,dfbc9db4-3a80-4469-a057-016b372d6c3e,1
u:1373508,5,79915e31-7859-4122-8253-b491e7891c8e,3
u:20034132,5,8a4571a1-c68f-4f4c-87c6-b5346d9aaafa,2
d:36194087-a8a5-3da4-9473-0fa3cae7d02e,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:2088985,4,494cafe4-3156-4ce7-a10f-b8d93427640c,1
u:2162737,4,59c49863-9a3b-11e5-bc81-00ff63160e11,1
d:66cfc55c318c6a5ba0e4604cc2cdc26c82af057d,4,38ea5d56-0be7-41d9-853b-1da15cb6f6ed,1
u:1025156,5,3fd4262f-be62-4880-ba84-55530fc7259a,5
u:288263,4,3276a7ab-f12b-4173-8543-68aa198b0121,1
u:1437970,4,21a070b6-5495-4a8d-9117-86a52699aff9,1
d:2c0c3102-0ecc-3922-89d1-e083f9892105,5,d6199b7f-e1ac-499a-b273-7733c28b957c,3
u:2245179,4,7a1adf83-8a01-495e-89a9-753536333b2c,1
u:2352970,4,15bcc285-429c-41a1-8b2e-3d1cfd6c63c8,1
u:2036748,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
u:2312279,4,9ebbef12-9351-4f79-863d-71b2725bda25,1
u:2342784,5,79915e31-7859-4122-8253-b491e7891c8e,4
u:2121560,5,c6edca31-909c-449e-a07a-54496a67e1a2,2
u:202693,4,27224052-a881-4c15-9d83-cfa38cda6d7b,1
