distinct_id,case when page = '指南详情页' then '1' when page = '图书详情页' then '2' when page = '文献详情页' then '3' end,item_nid,count(1)
u:2260123,2,8,2
u:2187538,1,6612,1
u:199663,1,40,1
u:2353316,1,7752,1
u:2070651,2,2658,1
u:2172229,1,2404,1
u:2031030,1,20629,1
u:2355654,2,6173,1
u:2077783,3,3069515,1
u:1027266,1,26193,1
u:517680,1,10785,1
u:2354740,2,2492,1
u:2047624,1,6602,1
u:2297251,1,11241,1
u:2142128,1,27881,1
u:2037343,1,788,1
d:e70f6c3f-cd36-36d2-911a-a54a281195aa,3,2309827,1
u:2046445,3,14985797,1
u:2219414,2,2568,1
u:2230581,3,14648159,3
d:6d75a3c98776e684cac732c75f168312d123b785,2,10,1
d:24aaa4df2238f9972aac81d3002de51979429b0d,2,8,2
u:2180157,1,3202,1
u:2088103,3,12873233,1
u:2333101,3,14971931,1
d:3153e5528a6d3904a8bc4e822c3d5fcca390df61,3,14973115,1
u:904808,3,1438268,1
u:2243538,1,24735,1
u:1005788,3,4345157,1
u:2169067,1,18307,2
u:2229286,1,22505,5
u:2115057,1,11479,1
u:2099335,1,2138,3
u:2314965,3,14981375,1
u:1192022,3,4518857,1
u:2157681,2,6123,1
u:383829,1,158,1
u:2124202,3,15003127,1
u:902262,1,23831,1
u:1420298,3,5493667,1
u:2027195,3,13219215,1
u:1392828,3,1165443,1
u:2338969,2,6169,2
u:2160003,1,9035,1
u:2325287,3,2845427,1
u:2097592,3,1406398,1
u:2351992,3,5638877,1
u:2096372,2,124,1
u:2347961,2,6067,2
u:1469018,1,267,1
u:1029116,1,9641,1
u:2352248,1,28693,1
u:46941,1,19719,1
d:bb95265e-a7f1-3d62-ad92-ea3146d7fa6a,1,22707,3
u:2353312,2,26,1
u:2306063,3,5371627,1
u:2281036,3,14963347,1
u:2142479,2,5347,1
u:2347290,2,5893,1
u:1052578,3,14979777,1
u:20069340,1,28485,1
u:1245624,1,1626,1
u:2071837,3,1070257,1
u:833830,1,28541,2
u:1267570,3,2689851,1
u:2038312,1,139,2
d:1856dfef-657c-3dff-a033-d5d351cd47da,2,6617,1
u:2295676,3,12459349,1
u:2355439,1,22133,1
u:2345765,1,137,1
u:2072922,1,18607,1
u:2115712,1,28403,1
u:2049168,1,17431,1
u:2355558,1,21553,1
u:2258054,3,2660985,1
d:d6ff880a3f5df73dd7f52e794fd7ac7170f1c40d,3,2484013,1
u:765678,1,430,1
u:414290,3,2693359,1
u:2343149,2,2306,1
u:2060518,3,1661856,1
u:1098070,3,1000795,1
u:2160225,1,1330,1
u:20001398,3,1429880,1
u:417630,3,13505843,1
u:2355343,2,3266,2
u:2201370,1,30833,1
u:2338652,3,2629591,1
d:102f1f6e-e579-3130-883b-131bc7887ebc,1,31081,1
u:2293056,2,8,1
u:45222,1,16043,1
u:516076,3,1066537,1
u:2316924,3,14974531,1
u:15604,2,3354,1
u:872180,1,28485,1
u:20094916,1,19655,1
u:2047363,3,1109299,1
u:2341465,1,1612,2
u:2329792,3,2915081,1
u:348101,1,25057,1
d:0cbc28424b0bb968fc15386cf8c706538f4375b4,1,30993,1
u:2354046,1,29935,1
u:2205896,3,1434156,1
u:1411900,3,15002585,1
u:1064104,3,13227015,1
u:586138,1,18825,1
u:1182952,1,12669,1
u:2352945,1,28485,42
u:1141254,3,2580505,1
u:634234,3,13293799,1
u:2249257,3,3359807,1
u:2312892,1,25867,1
u:224469,1,19419,1
d:7e725740-28c1-328a-ba0c-121eaabb9c2d,3,5788187,1
u:2179384,1,16843,1
u:1105262,3,5274371,1
u:439008,3,5220351,2
u:2019988,3,4052077,1
u:2065909,1,1626,1
u:2355190,1,30993,1
u:2249500,1,169,1
u:211609,3,14969899,1
d:0f4fb9b58314f4c05dabc616079a23953f7a6716,3,14973119,1
u:2060920,1,27881,1
u:281433,1,9487,1
d:2b191be6-5e7d-3a3c-8311-126d66904d2a,2,30,1
u:2191813,1,20451,1
u:2355439,1,26433,1
u:2282287,1,7390,2
u:928302,1,23611,1
u:2352612,2,136,1
u:2276885,3,12698031,1
u:2341909,1,7356,1
u:2217443,3,5221155,1
u:2351100,1,16019,1
u:909082,3,2484193,1
u:1240452,3,2485857,1
u:1177240,1,13785,1
d:bf83270c-2d26-3569-9da9-1442794ffb8d,1,6288,1
u:229949,1,4052,1
d:d4f6dc44b3f210c9561afcc88cdd7f421b1ac013,1,31091,1
d:332afb6c2de8843f01174bc6b1e0cffeba42a60a,3,15004751,1
u:2230132,1,19189,1
u:2335537,3,13660251,1
u:626004,1,25089,2
u:333001,3,2579579,1
u:566986,3,15002585,1
u:2346364,2,2086,1
d:20246e3425339975f70d6762b47d9593a71efaf6,1,31037,1
u:1482084,1,28275,2
u:2296246,1,7160,1
u:2310346,1,20957,1
u:2242145,1,22229,1
u:2133762,1,24129,3
u:2041828,1,20277,1
u:525616,3,14977783,1
u:2177310,3,14784865,1
u:720532,1,24735,1
u:880452,2,2742,2
u:2264333,2,2110,2
u:2142399,1,30295,1
d:d92e21cb-30bc-380a-ac68-d613c6e4204d,2,6095,1
u:2227885,3,14278083,1
u:396157,1,6142,1
u:2068153,1,19663,2
u:2055543,3,5696217,1
d:055a3fed-dd92-3da4-b95a-5dd17003d537,3,14973119,1
u:2187538,1,4760,1
u:1361912,1,12017,1
u:2045140,3,12459243,1
d:46a988f5-e947-36d1-ba32-3c561b996d2f,2,2618,1
u:20057874,3,14813863,1
u:2025545,2,2102,1
u:2204892,3,14974539,1
u:857242,3,14973119,1
d:a6dc4509-bdc7-35cd-b2b0-34317afec190,3,14973119,1
u:648508,1,17147,2
u:1475134,3,2476743,1
u:2339504,1,28485,9
u:2165909,3,4382449,1
u:981592,3,15003667,2
u:1351070,1,28439,1
u:1463292,1,22389,1
u:2153086,3,6050323,1
u:20097468,1,30069,1
u:327903,2,3446,1
u:2327919,1,26219,1
u:1162340,1,14001,1
u:20078800,1,12787,1
u:1274210,1,2424,1
u:2102700,3,4357391,1
u:2013100,1,8722,1
u:2348705,3,12858789,2
u:2290545,2,5467,1
u:2198216,1,9771,1
u:857038,3,12626723,1
u:2355617,1,27309,1
u:1075720,1,104,1
u:20033124,3,12436705,1
u:2287893,1,5420,1
u:291099,1,29997,1
u:2354478,1,28629,1
u:920254,3,5524565,1
u:2336577,3,15005147,1
u:2354716,1,14753,1
u:2101849,1,7812,1
u:20052012,2,8,1
u:2203938,1,27881,1
u:2345662,1,8482,1
u:2312611,3,14924131,1
u:2086384,2,106,1
u:585084,1,23245,2
u:648828,1,22871,1
d:3ed4a0c335edb22ea7ad2e0da72884dff5ade922,3,2539779,1
u:2052139,1,187,1
u:2030956,1,18847,1
u:2246500,1,30295,1
u:2183791,3,1318290,1
u:24251,3,14381147,1
u:2342611,2,6,2
u:20041596,1,28895,1
u:555098,3,4764045,1
d:6ce7dbf0-321d-3d76-b094-d58ae6ee28f5,2,5983,1
u:185587,3,14993513,1
u:2355548,2,5895,1
u:2052887,1,30553,2
u:2303225,1,11941,1
u:2352994,1,2798,1
u:617270,2,3498,1
u:502186,1,8931,1
u:2135431,1,17919,1
u:2315969,1,8098,1
u:2353555,3,14974553,1
u:393909,1,6504,1
u:2332939,1,24817,1
d:8432a736-6f71-3fca-b780-354a060158e7,1,13965,1
u:525484,3,4493463,1
u:2355005,2,5647,1
u:2263189,1,7892,1
u:1020588,1,25615,1
u:1027978,1,6594,1
u:191473,1,30611,1
u:2251732,1,21507,1
u:2350625,1,12659,2
u:530166,1,30611,1
u:2168913,1,1798,1
u:2002423,3,14408579,1
u:2263160,1,1626,1
u:1455018,1,17431,1
u:426620,1,26063,2
u:486372,1,30833,1
u:2254806,1,406,1
u:2303664,1,30715,1
u:20029736,3,15003949,1
d:c44b63c617ab3b8e35ae9346d1ca4aed7c0308c5,2,5497,1
u:2039581,3,14897855,1
u:2261588,1,21089,1
d:54966164-b947-3c18-b2a7-9ebe084b9261,3,5216113,1
u:571278,1,24641,1
u:723758,1,27241,1
u:2176292,1,26369,1
u:2302374,1,28439,1
u:1034974,3,4133185,1
u:1314546,1,123,1
u:2282097,1,23785,1
u:2345605,1,28439,1
u:2277111,1,22897,2
u:1412912,2,2076,1
u:2140054,1,17329,1
u:1392434,1,9767,1
d:76577138-866c-3bda-b5dd-66d3ab110895,3,14977811,1
u:2225934,1,8144,1
u:2328904,1,23225,1
u:861970,1,14869,4
u:1075498,3,14973119,1
u:371087,1,65,1
u:231775,1,18257,1
u:2225376,1,8682,1
u:2264023,1,13221,1
d:71190aca3b63f365a8a6907916543c2af7e1326c,2,5787,1
u:2066841,3,12913955,1
u:2229887,2,6061,1
u:654430,1,28629,1
u:2007659,3,5861717,1
d:bca17a16-ec73-3381-b0bf-959b89ad642e,1,5528,1
u:2254806,3,5883291,1
u:2175264,1,26099,1
u:872180,1,17309,1
u:619694,3,12459257,1
u:2199115,1,13221,1
u:289019,1,12561,1
u:1402680,1,12859,1
u:2348757,1,29921,1
u:2147562,1,20277,1
u:2160745,2,3270,1
u:2171750,3,14977811,1
u:529438,1,5340,1
u:2210719,3,15019783,3
d:bb7c2c30-b768-3546-a95e-0e2115670fa6,3,1411822,1
u:2115144,3,15003451,1
u:378869,1,15639,1
d:da6697c2-ffdd-3496-94c0-3e2277d7f9e3,3,14973119,1
u:2320260,3,1549318,1
u:485982,1,28901,1
u:2046144,1,12009,1
u:13934,1,7306,1
d:bf4555eed104244ecf121847d3027ca405b3ebda,3,12473315,1
d:08175abd-6a62-3ed4-91f3-c37f5bb95a23,3,14968121,1
u:2260931,1,17229,1
d:bd943529-674c-366c-99d4-b4bb3e9ae2cb,1,13621,1
u:2355692,1,12661,1
u:923036,1,4072,1
u:2148865,1,6188,2
u:626988,2,6345,1
u:2345586,1,16047,1
u:269105,3,1721967,1
u:1406176,1,22253,1
u:251649,1,8897,2
u:2163524,3,14759385,1
d:eca0b02c-fd55-3bbc-8b43-0682dc95aadf,1,30551,1
u:2038550,1,21461,1
u:2228044,1,19655,1
u:2320804,3,14846415,2
u:1296144,2,3264,1
d:10203dd9-8d21-37d5-8fad-cd12cca7c87a,3,14974561,1
u:2110235,3,14998577,1
d:c934133c-fe56-38c7-8dfd-99b890e1f741,3,2421425,1
d:b6b625c6-d3d0-3389-b05a-1ccf47054bfc,3,1166065,1
d:0dd37160-d76c-3245-9cc3-3935a1be2376,1,13,1
u:2252966,1,7164,1
u:406606,1,29009,1
u:2130540,1,3202,1
u:2112113,1,16051,1
u:49512,1,30847,1
u:2348667,3,14974547,1
u:2258344,1,72,1
u:2319348,2,2066,1
u:882526,3,4133185,1
u:20092574,1,15505,1
u:2221187,3,4548443,1
u:2067228,3,2493559,1
u:2316799,1,28601,2
u:2284199,3,1058715,1
u:2336624,3,13666143,1
u:2204677,1,18957,1
u:1400236,3,5294227,1
u:47085,3,15023633,1
u:507150,1,12941,1
u:2097255,1,22417,1
u:2034022,1,19525,1
d:9ff96cd7-f265-3253-bd8c-5301fb5bade0,3,14998833,1
u:2129516,1,29935,1
d:560f95bc-951d-3114-900c-791cf3b52f62,3,15006463,1
u:2315483,2,3808,1
u:2353027,3,3482779,1
u:1181938,1,23781,2
u:2069467,2,6675,1
u:1026456,2,100,3
u:1418362,3,12655071,1
u:2315333,1,18851,1
u:625558,1,12661,1
u:2045141,3,15002255,1
u:2352567,3,13043163,1
u:471242,1,22507,2
u:1465786,3,1469560,1
u:1471260,3,3065115,1
u:2140650,1,9477,1
u:2348698,1,19655,1
u:2054855,2,6173,1
u:2315155,1,7082,1
u:2313899,3,14761641,1
d:3ad0d1ae-d3ff-3639-a0e5-6331a45b1e11,1,30911,1
d:e430e84a77ed2d110cf9ce64630e673a9f780c32,1,18465,1
u:2228823,1,302,1
u:2345169,1,28439,1
u:1333928,1,6840,1
u:2335110,1,26761,1
u:2185963,3,14607815,1
u:17699,3,14987269,1
u:2187211,3,12371911,1
u:2324690,3,14765527,1
u:2089484,1,20261,3
u:1220294,1,10785,1
d:66496c49-dc77-361c-aa25-cbc6a3877ed5,1,31131,1
u:1228104,1,18561,1
d:1e570f12-cdb4-3d2d-aaee-629272bc9ad0,3,14974477,1
u:2307953,1,27535,3
u:2308482,1,17229,1
u:2348499,3,14418485,1
u:2138168,1,10543,1
d:684cfcce0ff3e60dcc2ae19fb9adb358bfc0141d,1,30833,1
u:2233017,1,24559,2
u:97264,1,10569,1
u:2043907,1,19709,1
u:2191284,3,14298903,1
u:512646,3,13933975,1
u:2335069,3,5415569,1
u:1366110,1,23273,1
u:2341644,1,30041,1
u:2334684,3,4611331,1
u:999888,1,12905,2
u:2014914,2,2468,1
u:566332,1,7434,1
u:2352555,3,6014963,1
u:2180313,1,7080,1
u:1381626,1,267,1
d:32233ec7-da87-35bf-b9f0-06d7f51b1bd2,1,21105,1
u:519902,1,30993,1
u:777020,1,10019,1
d:7aef8b40906b003d323a68e243ac3a4610f86591,1,10681,1
u:487860,1,19655,1
u:261767,1,23271,1
u:1029702,1,24321,1
u:1137202,1,23471,1
u:2080584,3,13786093,1
u:114395,2,3482,1
u:1240374,3,5677083,1
u:429110,3,2933551,1
u:521750,1,19467,1
u:1123306,1,7562,1
u:2181241,3,5760405,1
u:2282455,1,28439,1
d:8e686af4-7a58-3ad1-a6ad-74c34ae4ff7f,3,14973119,2
u:2162728,3,1475482,1
u:963864,1,2798,1
u:2065183,1,27819,4
u:2174134,1,8931,1
u:770054,1,4460,1
u:892492,1,15719,1
u:2066605,3,6059755,1
u:2206397,3,841543,1
u:368617,1,4466,3
u:2276981,1,13033,1
d:afe1e33e-90d6-3f2f-9f3b-7e8ce04c817f,3,1421512,1
u:1398554,1,16753,1
u:2342332,1,15789,1
u:340209,1,12661,1
u:2228351,1,24671,1
u:2342782,3,13371527,1
u:1432662,3,2658321,1
u:381559,1,27675,1
u:818440,1,29451,1
u:2159408,3,14974539,1
u:1108480,3,4049061,1
u:174477,1,8036,1
u:1113028,1,30987,1
u:498136,1,30907,1
u:2116720,1,23273,1
u:2056607,1,16823,1
d:22e5a3a7-8cda-3abe-bc01-13d594a40fda,1,16753,1
u:2013243,3,1124883,1
u:2076402,1,15613,1
u:2101224,3,13308805,1
u:2229962,3,1173375,1
d:fdf65610-a5c6-3c12-b0dc-ee833e347e98,1,17453,1
u:752102,1,10543,1
u:2276710,1,26419,1
u:2167418,1,23167,1
u:2340278,1,20277,1
u:2347232,1,16501,1
d:21ec1587-ce65-3457-971b-ffd8991f3829,1,284,1
u:2325966,3,4395157,1
u:2348306,1,12993,1
u:2076746,3,14518877,1
u:2081801,1,5502,1
u:2089509,1,20399,1
u:2303532,1,2114,1
u:2255446,1,3050,1
u:20017280,1,22101,1
u:1316620,1,1132,3
u:2354478,1,23537,1
u:2206005,1,7308,1
u:20098316,1,15881,1
u:406606,1,30259,3
u:2233279,1,18209,1
u:2009288,3,6065239,1
u:2027856,3,13322971,1
u:2022104,1,8959,1
d:82bd472d-aa26-3b4b-8034-5325abd6dbba,3,2397389,1
u:1183346,3,3399263,1
u:2064628,3,1044965,1
u:882848,1,28715,1
u:2054800,2,2604,1
u:2277000,1,26789,1
d:12e928de-ba9d-31be-8deb-45230c79c291,1,2574,1
u:2168670,1,15513,1
d:3c7260f728482d078a6b9e1fca1a4d90f7e6d57c,1,8260,1
d:c3da60db-1de3-321a-925d-c23e787f327b,3,6057621,1
u:20052012,2,2634,1
u:2208349,1,26065,1
u:270667,3,6080725,1
d:4677d368-15da-329f-a15a-997d0f3e16f8,1,19441,1
u:529522,1,7446,1
u:629870,1,29485,1
d:a1497085-563c-33da-950d-9518f1c94c3e,2,2624,1
u:2234705,3,2549167,2
u:317397,3,2663433,2
u:926228,1,434,1
u:2307953,1,190,1
u:2315155,3,4570049,1
u:2333790,1,2404,1
u:1044868,1,18847,1
u:2108697,1,30867,2
u:1275342,3,12948949,1
u:2287526,3,6000075,1
u:1243110,1,29555,1
u:2312611,3,14761641,1
u:306377,1,8869,1
u:2346429,1,25899,1
u:537002,1,31087,1
u:2354902,1,101,1
u:2195581,1,12195,1
u:2327253,1,2398,1
u:2308000,3,1539706,1
u:2338240,3,15005849,1
u:2054016,1,7736,1
u:2308865,2,6235,1
u:2037442,1,4512,1
u:1482868,3,2853273,1
u:2231044,1,46,1
u:20078970,1,17431,1
u:2354847,2,6773,1
u:276971,1,11999,1
u:2339761,1,10587,2
u:2298629,3,14765481,1
u:2022611,3,12583097,1
u:2231753,1,30861,1
u:2329251,2,3640,1
u:1472372,1,6206,1
u:427932,3,15003275,1
u:1065800,2,3390,1
u:2289262,1,12349,1
u:360715,3,14373237,1
u:2344328,1,17431,1
u:2158888,3,14974471,1
u:2168645,1,12721,1
u:583566,1,6134,1
u:729044,3,635545,1
u:2306926,3,977699,1
u:20039292,3,12459331,1
u:612118,1,19637,1
u:2259946,2,136,1
u:1317336,3,5189425,1
d:a3476df1-dfe3-347c-bbc2-0d5fa3cfde75,3,14974481,1
u:2142525,1,28895,2
u:2257700,3,12390131,1
u:972166,1,22945,1
u:307093,1,15697,1
u:265647,1,224,1
u:2314965,3,15023709,1
u:1058984,1,21499,1
u:20015268,3,2972947,1
u:2024440,1,24203,1
u:124323,1,12661,1
u:2240265,1,20929,1
u:961314,3,14706135,1
u:1455364,1,29713,2
u:302831,2,3584,1
u:2284866,3,5652365,1
u:2172240,3,2717247,1
u:2056205,1,12253,1
u:1041618,3,2653993,1
u:670996,1,8144,1
u:910202,1,26971,1
u:2198409,3,14974539,1
u:2340882,3,911983,1
u:806164,1,8672,1
u:2351961,3,2751829,1
u:2114778,1,16171,1
u:2143880,1,1566,2
d:6ee95dc1-d38e-37a7-8c8d-0a3488b5df13,1,28381,1
u:2089474,1,2278,2
u:985258,1,135,1
u:2176903,3,5868171,1
d:66cfc55c318c6a5ba0e4604cc2cdc26c82af057d,1,270,1
u:2354884,3,14971889,1
u:2210716,1,26581,1
u:20012538,2,3432,1
u:2177614,1,3072,1
u:1148890,2,6345,1
d:ab37e2e5-0a74-308b-b53b-25eaf371f4a0,3,4530413,1
u:1439252,2,106,1
u:2334675,1,7478,1
u:2214428,1,28897,1
u:619108,3,4774055,1
u:2142931,1,18055,1
u:2203649,1,1682,1
u:2116322,2,3164,1
u:2048384,1,85,1
u:2010578,3,2433851,1
u:2264282,1,7312,1
d:dca4028cf51ee32f2578782a013b9413eb64a529,3,14306875,1
u:2336619,1,6636,1
u:1291586,2,3244,1
u:537650,1,20277,1
d:bc42cb70-0dad-32b7-9d46-6adda8f3d0d7,3,4538213,1
u:2339199,1,12919,1
d:f9a51609-23c0-3c7d-89ad-3f3f2e6281d8,1,20505,1
u:645008,1,23211,1
u:2340649,1,24719,1
u:679632,1,12739,1
u:158887,1,24347,1
u:372463,1,22179,4
u:1328336,1,11965,1
u:754042,1,1666,1
u:2024468,1,30027,1
u:263263,1,12207,1
u:2292029,3,14486569,1
u:916860,2,3486,1
u:1341164,1,20707,1
u:20040446,1,114,1
d:43150667-58ef-361f-88a3-a2ab25b03b93,1,25117,1
u:2351368,1,5536,1
u:2354860,3,15003187,1
u:2061165,1,7250,1
d:06db801c-0423-34d4-9587-a6b6bc368ac7,1,408,1
u:2299036,3,2656919,1
u:2089639,3,14974529,1
u:2347328,1,15637,1
u:2220232,1,9463,1
d:228b8405-3653-37fc-a3f6-674e6775baa7,1,5238,1
u:2155883,2,5973,3
u:2102558,1,12661,1
u:2353800,1,22369,2
u:643398,1,6440,1
d:dc115f1b818807ccb65bd581e58ec652a732f526,3,1426706,2
u:20016466,1,3158,1
u:2285674,2,6169,1
u:2208238,1,30299,1
u:323953,3,14929151,1
u:626988,2,2322,1
u:2012424,1,17229,1
u:2100882,3,5792585,1
u:2327363,1,25101,1
u:580066,1,262,2
u:2298924,1,20471,2
u:1336338,1,25675,1
u:2340779,1,16027,1
u:2350818,2,8,1
u:2003260,1,8070,1
u:1213514,2,6569,1
u:2069082,1,9257,1
u:1347284,1,2870,2
u:2210404,2,26,1
u:1225016,1,14875,1
u:854778,3,5415569,1
u:2329191,3,14430269,1
u:1488628,1,14357,1
d:198c267229d40969110bc013fea887a61a2b76ab,3,14373467,1
u:2343977,2,6299,3
u:1153538,1,23659,2
u:1063356,1,26571,1
u:2315155,3,1096871,1
u:2035261,3,5261287,1
d:86beafe932e7e0f172afc11b1a1619ddd932f8f2,2,3452,1
u:2081363,1,24421,1
u:2250350,3,13184533,1
u:791790,1,12949,1
u:2355197,1,2798,1
u:2092696,2,5861,1
u:1143888,1,7892,1
u:2201074,1,28579,1
d:7b9df3bd-97d2-3980-94bd-190491144224,3,1343456,1
u:2264935,1,225,1
u:2039981,1,2798,1
u:1173854,1,27,1
u:1356400,2,6615,1
d:e6cc903e91517fb87652e3940d11d739d4ad5ce4,1,19115,1
u:2352188,1,24417,1
d:8aa47f67-c643-3174-9b1c-646817fc8f3e,3,12459315,1
u:1273582,1,6764,1
u:1280156,3,14527465,1
u:1213050,2,3168,1
u:2318828,3,2807989,1
u:2171750,3,12459247,1
u:542942,3,14981135,1
u:2341185,1,11795,4
u:843966,1,25493,2
u:2139263,1,17431,1
u:700030,1,12669,1
u:2352706,2,3392,3
u:20005608,1,28693,1
u:494246,2,26,1
u:2207686,3,2554827,1
d:081e87a485cfaa43d93b349982c5fcdd3e976147,3,12459347,1
u:155871,1,12253,1
u:517146,1,7562,2
u:2055194,1,31123,1
u:2337672,1,25071,1
u:2355030,1,265,1
u:2084411,1,9005,1
u:2175412,3,5494101,3
u:1318786,1,28439,1
u:1245624,1,19777,1
u:1381546,3,14607741,1
u:812848,1,30847,1
u:1126424,1,221,1
u:1260326,2,3528,1
d:8e4ed1a2-299b-336b-a8f3-aac8443d9ed6,1,18479,1
u:522202,2,2436,1
u:2338241,2,5919,5
u:2162909,1,3280,1
u:2132797,1,20927,1
u:635070,1,10247,1
u:2157267,2,6173,1
u:1289328,3,5681565,1
u:2258389,1,22853,1
u:2135366,1,22549,1
u:726074,1,29513,1
u:2071879,3,5472531,1
u:2156123,3,5217685,1
u:2073881,3,14975677,1
u:406214,1,10543,1
u:1456620,1,8170,1
u:243171,1,26507,1
d:4259ac6f-8949-32d3-bc1e-d707476b0082,1,9513,1
u:2077193,1,9381,1
u:2040341,3,14973119,2
u:2107301,3,1295120,1
d:c6de1e6b-5d1c-36c3-8052-df2833aef722,3,4382187,1
u:339405,3,14974471,1
u:463718,1,4160,1
u:781848,3,2480003,1
u:2317933,1,30727,1
u:20061044,1,260,1
u:2020384,2,5539,1
u:1037366,3,3269781,1
u:2347843,2,124,1
u:2139197,1,1728,1
u:20078874,1,8604,1
u:2240113,1,22033,3
u:20027314,1,17195,1
u:1121296,1,13079,1
u:309431,1,25307,1
u:2351147,1,10559,1
u:720840,1,8682,1
u:677736,1,3252,1
u:20037766,1,3962,1
u:2055863,1,10407,1
u:20035818,3,4778711,1
u:2162728,3,13108129,1
u:2074481,1,228,1
u:2134244,3,12459327,1
u:335411,2,3286,1
u:2112217,3,14897855,1
u:2041695,1,15965,1
u:657766,3,14977811,1
u:2353765,1,4898,1
u:20015524,3,2870375,1
u:2144624,1,17513,1
u:2353595,1,7140,1
u:1465044,3,5287015,1
u:2071837,1,264,1
u:2240246,1,8332,1
u:2205556,1,12227,1
u:1453422,1,10543,1
u:834444,1,25573,1
d:9e6ee2e82a394e93579e41e60eedad0da0cda6b8,3,14973119,1
u:2065011,1,28049,1
d:d2181a3b-a2ba-38c5-b2dc-b344907a6aee,3,2616543,1
u:2226724,1,10559,1
u:1471430,2,5877,1
u:2339751,1,8903,1
d:4ca5171b-00d7-3104-ad27-683992adcc94,3,1149289,1
u:2264935,1,25559,1
u:2252966,1,16045,1
u:690220,1,24559,1
u:2298142,1,17527,1
u:729114,1,14097,1
u:2316440,1,27387,1
d:49d1283f-6519-31b8-bb59-2666d9da8c38,3,1607880,2
d:e3486c9c-11b7-3b57-8e5b-0de69c5dd5cf,1,25533,1
u:2323106,1,22953,1
d:edd4896555c3a284802b6ec84d6cb5e97a8df68a,3,1922181,1
u:2146959,3,13582377,1
u:1012018,2,3286,1
u:522626,1,12789,1
u:2176698,1,8997,1
u:2351566,3,14387881,1
u:269027,3,14982291,1
u:2059578,3,1359562,1
u:1479808,1,29553,2
u:666864,3,5018311,2
d:c3f173920bebdc8ec0e3e23b6bf3b44d9c2b285a,1,17675,1
u:2354428,1,9611,1
u:2147014,1,4526,1
u:486690,1,31083,1
u:2099058,1,12905,1
u:2034290,3,2634823,1
u:2283748,3,14974539,2
u:2060995,1,11667,1
u:1284588,2,5985,1
u:2161541,3,1912662,1
u:646544,3,8758,1
u:2348757,1,17735,1
u:2312122,1,20623,1
u:2286537,1,42,1
u:2187804,1,3272,1
u:76622,1,95,1
d:29420a66-809b-33e3-ad33-1f18905fe374,2,3796,1
u:2216596,1,434,2
u:2333024,2,26,1
u:2038974,1,21033,1
u:2318087,1,8144,1
u:2337022,1,23821,1
u:2109789,1,30997,2
u:2174361,1,8332,1
u:1443366,1,499,1
u:2337543,1,1842,1
d:747d33e0-9ac6-3898-9ff0-967b1c47a9c9,1,30791,1
d:c3de57f6-7b90-3332-9095-dc48a0efdc71,3,12459325,1
u:2253702,3,1538046,1
u:2071450,2,5887,1
d:346f0c38-a906-3c46-a268-e6f831286ab5,3,5223803,1
u:2141493,3,2537393,1
u:2298394,2,3152,1
d:6b9f104e-77ee-3cc7-a2b6-7cd771f34886,3,2836529,1
d:e7349049-0b72-3ae9-a3b3-7e74a3ef4841,1,26721,1
u:2115231,3,14897855,1
u:173293,1,3062,1
u:2354539,2,5893,1
d:ab67dcf2-99d3-371b-99fe-c88cff66d0eb,1,20299,1
u:1030914,1,20525,1
u:2200913,1,28875,3
u:20019770,1,24075,1
u:1064914,2,6385,1
d:7aeb3e3c-d53b-3e9b-99f1-5840da0168e0,1,8298,1
u:641742,3,14948307,1
u:2241698,1,15067,4
u:2345588,3,12667393,1
u:2201444,1,23361,1
u:2280653,1,2846,1
u:2353374,2,38,1
u:1138160,1,19379,2
u:2111291,1,7064,1
u:2129047,1,21445,1
u:2162755,2,2374,4
u:2196155,1,28055,1
u:20081234,3,14766521,1
u:2280412,3,1508716,1
u:2024178,1,27675,2
u:2353167,1,486,2
u:392433,3,14974553,1
u:2141493,3,5625417,1
u:2205184,1,1148,3
u:2261789,1,256,1
u:2295311,3,14391735,1
u:2352674,2,5075,1
d:f2b1d71b-ee78-34d3-b228-63cc2e267593,2,6299,1
u:2284872,1,30911,2
u:2292670,2,6173,2
u:2334684,3,12419715,1
u:2160889,1,27567,1
d:845d400d-d8db-322d-940e-1ad86871f3c5,1,24671,1
u:20005360,3,6065555,1
u:445538,1,2386,5
u:641654,1,11463,4
u:326215,1,323,1
u:845152,3,14968081,1
u:2047389,1,30987,1
u:2287095,1,16045,2
u:1403366,1,1626,1
d:a0a43300-3e7a-3901-a8ce-cb5b185a311e,3,14876035,1
u:2355342,3,14963075,1
u:155871,3,14978707,1
u:975420,1,22067,1
u:161501,3,4133185,1
u:2190646,1,1702,1
u:2341706,1,5086,2
u:2337706,3,4620113,1
u:899836,1,482,1
u:2354074,1,9767,1
u:2280420,1,20695,1
u:1000534,1,30611,1
u:961412,1,490,1
u:670548,1,29115,1
u:2321279,1,9807,3
u:2233331,1,20569,1
u:2094891,1,31113,1
u:2201325,3,15003221,1
u:2251023,3,15002243,1
u:2044564,2,6743,2
u:2330207,1,499,1
d:618b4617-e473-3d28-bfb0-84af1f30b539,3,1563878,1
u:2330352,2,2554,1
u:2242406,3,2909663,1
u:2003004,3,13243647,1
u:2056746,1,29485,1
u:1334258,3,14985303,1
u:1343916,1,7892,1
u:2319249,1,117,1
u:720840,1,12033,1
u:2217288,2,3008,1
u:1447628,1,499,1
d:045acf33276300ee5ad06ecb65054559f16b9618,2,3468,1
u:1138148,2,8,1
