distinct_id,case when page = '指南详情页' then '1' when page = '图书详情页' then '2' when page = '文献详情页' then '3' end,item_nid,count(1)
u:2217542,3,14494441,1
u:544500,2,6743,2
u:2294434,3,2886897,1
u:2185533,3,14588085,1
u:1434950,1,29277,1
u:2132797,3,5598879,1
u:315353,3,5486033,1
u:2086990,2,2484,1
u:242515,1,12991,1
u:679632,1,3004,1
u:2140927,3,5551181,1
d:c24e03bddf704a222d49a28c35ad6229621ddae2,3,13772963,1
u:20045356,3,5593855,1
u:828696,1,8054,1
u:2173887,1,504,1
u:2308515,1,20945,1
u:2344665,1,29713,1
u:401098,1,19637,1
u:2107661,3,4133185,1
u:2053745,1,1634,1
u:39957,3,12419819,1
u:2352556,2,2356,7
u:20002036,1,28049,2
u:927098,1,18169,1
u:2250048,1,140,1
u:2348423,1,17331,1
d:60c8b965016bd351db8c239c3a8a0abc0224a2b7,1,17127,1
u:1121788,1,13365,1
u:1114658,1,26269,2
d:d3ecb1b9-1409-3cbf-a9ed-f3fe6ab5aaf1,2,5975,1
u:2276428,1,22611,1
u:1194308,1,8036,2
d:e49cb007-aa7b-3e61-9d44-fa3ba020b840,2,102,1
u:54305,3,14974527,1
u:2084209,1,16027,1
u:499034,1,9097,1
d:0a3a8e6f-0514-3257-b704-2280d3ddae33,2,3290,1
u:2351090,1,24127,1
u:794074,3,3046753,1
u:1034994,3,15003429,1
u:2256612,1,30993,1
u:2278622,1,3310,1
u:2145266,1,16015,2
u:2121419,3,12724135,3
u:2216175,1,12999,1
u:1387762,3,14969865,1
u:2135860,1,21609,1
d:3cb102fa-eb28-3b1a-9b19-80dff25bc083,2,6095,2
u:2355122,2,6139,1
u:20067616,1,30115,1
u:704552,2,2086,1
u:1284912,2,136,1
u:1346068,1,22375,1
u:2289079,1,30791,1
u:20052012,2,6125,1
u:2151576,1,22537,1
d:2bd24219-396a-3286-8bda-24f538a9fa42,1,190,1
u:2034236,1,29735,1
u:2080242,1,30171,2
u:664228,3,2603743,1
u:2155883,1,3252,1
u:2200476,2,3286,1
u:2071623,3,14245009,1
u:2314180,1,4568,1
u:1089770,1,30595,1
u:580820,1,29513,1
d:f0f60e28-7790-3c38-87f3-f028b8f04bce,1,28207,1
u:2354288,2,3286,1
d:d1192707cc6adfa6e153f2f07b72426cc53d941e,1,12407,1
u:2112569,1,25593,1
u:2056557,1,10545,1
u:2354553,1,9021,1
u:20041166,3,15008297,1
u:969160,1,19655,2
u:896718,3,3382863,1
u:185473,3,14968095,2
u:1099476,3,13565427,1
d:ca93ff44-802a-3f95-a7cd-759522c53d8f,3,3051639,1
u:20061646,1,18847,1
u:245713,1,23781,1
u:138417,3,14354205,1
u:641694,1,12541,1
u:2339938,1,16051,1
u:44613,1,30377,1
u:2043923,3,12860593,1
u:2188746,1,14875,1
u:2132439,2,26,1
u:2195751,1,7368,1
u:2191054,1,17229,1
u:2272937,1,100,1
u:2226425,1,2546,1
u:73041,3,5778519,1
u:2132764,1,4938,2
u:136717,1,28535,2
u:2245752,3,4492283,1
d:fec36fa0-d23d-330b-b65d-4d8f11616745,1,4146,2
u:2140908,3,2417511,1
u:1039344,3,14820741,1
u:1175154,3,2663761,1
u:1091552,2,3474,1
u:2127210,3,14974471,1
u:2253104,1,30611,1
u:2284832,3,13318665,1
u:2098976,3,5415569,1
u:43129,2,26,1
u:2186956,1,2274,1
u:673782,2,3310,1
u:2318568,3,12459179,1
u:1029940,3,12623385,1
u:2252250,1,7046,2
u:81104,3,15006939,1
d:db6979ac-4d36-3bac-9215-c27125f4d0c0,3,14974553,2
u:2241046,3,13715341,1
u:2056205,3,12459345,1
d:05e20242-63fd-39ac-987e-d954af3c1a59,3,1050275,1
d:1ae06344-272a-38fb-869b-58fb0ded1975,1,8070,1
u:2254293,3,4587865,1
u:141007,3,14969689,1
d:51352f42-8f1a-3ba9-97fc-a73bd5deebeb,3,14998579,6
u:2346209,1,30965,1
u:2087869,3,14923905,1
u:2317812,2,24,1
u:2024345,1,16379,1
u:2200591,3,15005073,1
u:824212,1,12005,1
u:2254788,3,3621975,1
u:2230322,3,12857485,1
u:858154,3,14336261,1
u:2113830,3,5742215,1
u:2231911,1,21493,1
u:2340883,3,12894501,1
u:2282440,1,27145,1
u:2312839,1,24559,2
u:2158990,1,26509,1
u:2303532,1,26581,1
u:2128153,2,5767,2
u:1008414,2,3290,1
d:21ecc936-03be-312c-b92b-9771fe198305,2,8,1
u:2317440,3,14845141,1
d:bc42cb70-0dad-32b7-9d46-6adda8f3d0d7,3,14989239,1
d:78ac920f-3469-3b49-bcda-b2c254eab12d,2,3428,1
u:2277164,3,4620113,1
u:2046816,1,23235,1
u:2350608,1,28397,1
d:1c452bb0-0792-3b9a-b531-86584d4d8e36,2,136,1
u:1336102,1,20329,1
u:2267076,2,3428,3
u:8067,3,14904283,1
d:90930bcc6f55f585fd4b0833ec2ca2b82c1ae0c2,3,14974473,1
u:2135857,1,29553,1
u:2341598,3,12424237,2
u:2185966,1,7562,1
u:969160,1,30597,1
u:22065,3,5206821,1
u:2353580,3,4619575,1
d:ef3e854f-25cf-3f55-b5fa-c380ceae6fc3,3,4056621,1
u:150729,1,7062,1
u:20074794,1,12957,3
u:2031476,1,275,1
u:1427440,1,5604,1
u:2084330,3,6061829,2
u:1115038,3,3077649,1
u:604940,3,14983687,1
u:2323311,3,14799167,1
u:1406872,1,25511,1
u:2328334,1,4116,1
u:158645,1,7756,1
u:2210143,1,4252,1
u:2345586,3,15002395,1
u:2334726,1,31015,1
u:760808,1,12111,1
d:35a6d774-207f-3cc7-9bb4-883ece9a31fd,1,1728,1
u:2354518,3,14897855,2
u:2202072,1,30911,1
u:2329027,1,30135,1
d:881018bc-9b70-3d3e-9643-88bcd2c4321a,1,6200,1
u:2210718,1,30733,1
u:2112897,1,27741,1
u:2355313,3,13289753,1
u:2355245,1,30911,1
u:2114179,1,30859,1
u:2190383,3,5855635,1
u:2192903,3,14961329,1
u:2295635,1,8710,1
u:20061646,3,13481493,1
u:2351831,1,22097,1
u:2132711,2,2102,2
u:2354599,3,14973119,1
u:2352123,3,14983555,2
d:f3d26e7ca1c79ebffffb6810cd010780e49a171e,1,7100,1
u:1267570,1,14145,1
u:2143771,2,6213,1
u:2143771,2,34,1
u:646660,3,12884139,1
d:5a2f25372bfc6f7a1a51390afaa1673796979b9f,1,30993,1
u:2118242,1,24671,1
u:1123764,1,30923,1
u:2140650,1,25381,1
u:2254788,3,12553563,1
u:2344341,2,2594,1
u:2351956,2,6603,1
u:2344565,3,1130959,1
u:2352875,1,12239,1
u:2110858,3,6049867,1
u:2230553,1,5044,2
u:828694,2,6093,1
d:ec3c2326-c9f4-3bfb-ba75-43c3b1cea4ec,3,2299555,1
d:e9f582b2-b6a9-37e9-abd2-f45cb8277175,2,2500,1
d:d0851af8-c283-3cc5-afa0-dcc477654b08,1,28693,1
u:2335844,1,22591,1
u:710330,1,137,1
u:2004813,1,9035,1
u:2082730,3,14973119,2
u:2312736,3,878237,1
u:2203649,1,16379,1
d:b4951aff-86fd-3edd-b72c-d1f8a31d3cac,1,4836,1
u:2332002,2,5893,1
u:1132256,1,20329,1
u:2192610,1,9015,1
u:233783,1,22059,1
u:378897,3,1121447,1
u:2012223,1,23881,1
u:1123764,2,26,1
u:2335342,1,16047,1
u:2332421,3,5507303,1
d:1c452bb0-0792-3b9a-b531-86584d4d8e36,2,3380,1
u:2336624,1,25669,1
u:1366256,1,25573,1
u:2333872,1,21375,1
u:2352921,1,10175,1
u:2175264,3,4546877,1
u:2354535,1,12669,1
u:2293550,3,14973115,1
u:647040,3,2725753,1
u:2236486,2,5833,1
u:2348911,3,14978485,1
u:2027338,3,13517889,1
d:408e02c9-1b7a-338e-a1df-980d86fa4729,3,12514915,1
u:2354494,1,30611,1
d:a91a24fc-207c-38d2-a24c-1994d82f5432,1,16587,2
u:1074362,3,14978401,1
u:2242957,3,12459283,1
u:2288359,2,2114,1
d:bfcb5f5ffa21921f70487e3357f7002a2715dd0e,3,14809969,1
u:1168722,1,12999,1
u:2320804,3,14752451,1
u:2194165,3,14991915,1
u:2293178,3,12839641,1
u:2247796,2,26,1
u:2043187,1,9519,2
d:09dd9bc07d5b591a4f5f0f0364053a6915f0644f,3,12459327,1
u:2349417,2,2188,1
u:2195382,1,3350,3
u:523502,1,9507,4
d:cc2df7ec-6d0c-3922-b9e1-7e4e517fb13c,3,14922451,1
u:2008106,1,22187,1
u:1306642,1,6436,1
u:2115057,1,16019,1
u:2305238,1,17229,1
u:2312919,1,23631,1
d:362cbdd9-73ca-3a84-8f64-15eae191c937,1,1338,1
d:a751c56a-a9c6-3a77-955d-de0387032a32,3,12459327,1
u:767676,1,17465,1
u:20006822,1,17629,1
u:1247640,1,18001,1
u:2284595,3,3074199,1
u:170733,3,3015959,1
u:2121379,1,22151,2
u:1085876,1,29997,1
u:2090317,1,20573,1
u:2345785,2,6345,1
u:2173876,3,965069,1
u:1285672,1,8937,1
u:124323,3,14761641,1
d:6b9686bc-4183-36be-a85f-28992b5e6c11,2,3474,1
u:2201887,1,10785,1
u:427008,1,9171,1
u:2103986,3,14884873,1
u:2027856,3,4030081,1
u:977710,1,25521,1
u:2298259,2,5657,1
u:1026838,1,29685,1
u:2222009,1,12289,1
u:1322886,3,1459930,1
u:1427304,1,412,1
u:730366,3,4523295,1
u:2262340,1,7020,1
u:241511,1,224,1
u:2350963,1,20189,1
u:2231911,1,11801,1
u:2254623,1,73,2
u:2207996,3,14761641,1
d:bca9ecdc-5960-3ce2-ba47-556edc4e3d43,3,2483693,1
u:374989,1,7424,1
u:641902,3,3377779,1
u:2329413,1,212,1
u:2241774,1,5862,2
d:0e053ec6285f355264e235fdc8335afb4f60156b,3,13355497,1
u:961790,1,1626,1
u:891250,3,1013347,1
u:2352550,2,5647,2
u:20021942,3,2516095,1
u:2043187,1,9475,1
u:2355510,1,29391,1
u:236815,3,14761641,1
u:2320204,1,2798,1
u:2237171,1,28547,4
u:2301732,1,32,1
d:bd9221ec-a59c-3533-a5d6-7720f44c29e9,3,12459357,1
u:2058917,1,12375,1
u:2352156,1,30035,1
u:804862,1,18951,1
u:746156,1,22719,1
u:459406,1,15689,1
u:1117606,1,17431,1
u:2214131,1,24125,1
d:0b8efef3-26d3-3b97-af1c-358667786c69,1,26963,1
u:282641,1,12751,2
u:2302202,1,30993,1
u:2258237,1,5232,3
u:2351950,2,5281,1
u:2265598,3,14997833,1
u:978858,1,356,1
d:073adaec-1fdd-3396-9dbc-57d54f9eb1c6,1,9349,1
u:2190027,3,12651223,1
u:663012,1,9619,1
d:eb349e17-78c9-3562-a594-5fdc4cedf91f,2,6345,1
u:2233749,1,24559,1
u:2320107,1,26039,1
d:73681454f13c377bb8ca8b685961a8565633c57c,1,22897,1
u:2257393,1,95,2
u:2249756,1,30991,1
u:2276365,1,5144,1
u:2352678,1,18615,1
u:2339979,1,26037,1
u:2255364,1,17229,2
u:787228,1,31009,1
u:2272009,2,6005,1
u:1462604,2,2566,1
u:20016358,1,27493,1
d:5deae5bf9b17bf66d606e4b92f2e73d20e233291,1,24183,1
d:6de6b81c25bc1a83eaad335dc97a729b33c55002,3,14973119,1
u:1207576,1,2398,1
u:2044128,3,1658582,1
u:2008475,1,9415,1
u:2303519,1,22473,1
u:1458918,1,23953,2
u:2227115,1,22449,1
u:2201370,1,8831,1
u:2352612,2,2106,1
u:2349032,3,14977783,1
u:167897,1,28717,1
u:2025301,1,9017,1
u:2300188,3,1308196,1
u:2191616,3,12996161,2
u:2296494,3,14963009,1
u:641694,1,10933,1
u:537406,1,4390,2
u:2194304,1,98,1
u:2060048,1,29767,1
d:a045380eb68e01e7d24185806b72b70c00956fa0,3,2507545,1
u:2339732,1,499,2
d:df7a8717-2592-38ee-821d-8da53de8b28c,3,14973119,1
u:2354290,1,10175,1
u:1320276,1,20307,1
u:212517,1,30223,1
u:20054838,3,5848441,1
d:1c452bb0-0792-3b9a-b531-86584d4d8e36,2,6483,1
u:379921,1,2594,1
u:2219871,1,28553,2
u:20027314,3,12707175,1
u:583756,2,6235,1
d:6261772f-a3d0-34b9-8e14-a1eb16116c60,3,14974473,1
u:2231799,1,28037,1
d:6f949540-47b4-3b60-86fb-1715de3c9984,3,13659879,1
d:fb10a2ea-645d-341f-a829-ed0e479c117a,2,6579,1
u:2124424,3,5265487,1
u:2060048,1,13217,1
u:2352943,2,8,1
u:1442340,1,19143,2
d:72e6b815-e75d-3ea8-b163-f0c2fc1d9fad,1,19531,1
u:1216758,1,2574,1
u:20001598,1,19777,2
u:2158573,1,7892,1
d:a1f835ec-dce6-39af-ab00-edfccb2f91dc,3,13351515,1
u:2339089,3,2653809,1
u:2069971,2,6173,1
u:1434346,3,2621751,1
u:453874,1,27819,1
u:2100785,3,15020461,1
u:938626,1,3034,1
u:2047467,1,24865,1
u:2355292,3,5376143,1
u:2346350,1,27819,1
u:779888,3,14727491,1
d:a79d6fa4-34e1-3100-b3bb-85f9fb9da6e3,1,22001,1
u:2181636,1,4040,1
u:2114631,1,5890,1
u:2037201,3,14976731,1
u:1025046,1,17343,1
u:2315593,3,12936617,1
u:2098832,1,9097,1
u:1177170,3,13086345,1
u:2248866,3,14897855,1
u:2352674,2,5893,1
u:2231072,3,5551535,1
u:2354494,1,17431,1
u:2352934,3,12348303,1
u:2343510,1,6302,1
u:2355625,1,22099,1
d:2c223f71-f857-3b30-a1a1-c952501b993a,1,299,1
u:2354379,3,14978343,1
u:895792,2,5659,1
u:2266837,2,6627,1
u:1069842,3,14973115,1
u:1094856,3,1521548,1
u:1044096,1,22931,3
d:d1ff7b000889d229a5d82ecd4f8d53aa963fdfc0,1,6416,1
u:2268942,3,14349063,1
u:2354962,1,82,1
u:2245679,2,2492,1
d:349f6534-5e12-3a9e-8113-bfe67f94b409,3,5213715,2
u:2004421,1,20957,2
d:73681454f13c377bb8ca8b685961a8565633c57c,1,15977,1
u:2008528,2,24,1
u:20076858,1,30935,1
u:537002,1,7450,1
u:2039769,1,22931,1
u:956524,1,21397,1
u:2242471,3,3077649,1
u:892488,3,14342239,1
u:2285993,1,11109,1
u:2355679,3,14968091,1
u:2354429,2,2086,1
u:2213411,3,3097715,1
u:571640,1,30611,1
d:bc10f547-83bc-3da5-918a-52819ba9c62d,3,14865335,1
u:1171058,1,20277,2
u:2155940,3,5629009,1
u:562282,1,147,1
u:2283430,3,12459327,1
u:2237708,2,3728,1
u:1170930,3,5184365,1
u:2311408,1,2384,1
u:1476606,1,17229,1
u:2291561,1,7864,1
u:537002,1,10997,1
u:2339846,1,41,1
u:225789,1,28715,1
u:2328332,2,2372,1
u:2344279,2,6639,1
u:1409618,3,15007085,1
u:970290,1,25847,1
u:2052139,1,29487,1
u:20105096,2,6759,1
u:2162737,3,12430527,1
d:c6fca62b-e3ff-3975-8658-2a0b15e45b25,2,2578,1
u:133365,3,2452485,1
u:564488,1,28583,1
u:1488150,2,6789,1
u:826128,3,14897855,1
u:2278697,2,2104,1
u:2341633,2,100,1
d:62b65efc-8ea0-3eda-af7b-54cfde904742,3,14786641,1
u:2293594,1,19079,1
d:21975be8-c2d5-3a6e-94eb-d90e6b50f78a,1,25137,1
u:411196,3,13407693,1
u:2353138,1,10915,1
d:9b1df84f-ca9e-37f2-b1b9-4c14bde39b5e,2,2624,1
u:1177172,1,23211,1
u:390831,3,14875329,1
u:2350441,1,11199,1
u:1023436,1,2050,2
d:618b4617-e473-3d28-bfb0-84af1f30b539,3,1131915,1
u:104079,1,24719,2
u:861970,1,28629,1
u:2351483,3,15004643,1
u:872180,1,28457,1
u:2258881,1,16029,1
u:2053459,1,6182,1
u:1170930,3,5918543,1
d:cc9b56277983865421e619ca2a00767af4f4fea7,1,6240,1
u:2153113,1,11179,1
u:2049867,1,20573,2
u:719006,3,12865099,1
u:1488276,1,22229,1
u:1336102,1,9781,1
u:141985,3,1106715,1
u:2107680,1,18615,1
u:2271449,1,16027,1
u:2228366,1,31155,1
u:1226426,3,14784587,1
u:2352728,3,4540919,1
u:2353687,3,2409341,1
u:2217846,1,8144,1
u:2085891,3,4061237,1
d:7033a433-c7cf-3e38-a7a9-cd0c9f3412aa,3,1035759,1
u:2344787,2,34,1
u:2334023,3,1581884,1
u:2114589,3,5468851,1
u:2083658,1,8877,1
u:4064,1,19729,1
u:956108,2,70,1
u:2008601,2,30,1
u:534006,3,14866245,1
u:2351225,2,22,1
d:36386bc8-a313-372a-849d-bc3ef7319466,1,14163,1
d:5078b4f9-e6b3-3058-ab18-89ba928a4c10,1,17697,1
u:2066305,3,1135999,1
u:432078,1,13269,1
u:883946,2,3848,1
u:2007297,1,12661,2
d:42b46a7d74453dd994b8e7931f6190ec9da1d95e,3,3144987,1
u:309431,1,27353,1
u:2046724,1,499,1
u:2351825,1,15737,1
u:2210425,1,4976,1
u:1122380,1,72,1
u:1136462,1,30337,1
u:946180,3,1133251,1
d:ee31e241-027f-3c72-99fd-be728ce0ad95,3,15006463,1
u:2313192,1,18421,2
u:1058436,1,14789,1
u:2092544,1,25067,1
u:564126,3,12459319,1
u:2216160,1,15637,1
u:2069597,3,13895241,1
u:2195185,1,29281,1
u:2342261,1,24559,1
d:7ed32af6-afeb-348f-8c01-e502918aaf3a,3,5806431,1
u:20001142,1,27675,1
u:969594,3,12620255,1
u:2303832,3,1330040,2
u:2336917,1,23041,1
u:2327244,1,15891,1
u:2159752,1,9663,1
u:2123500,1,15737,1
u:2127819,3,3025175,1
u:2183335,3,13762027,1
u:1004832,1,145,2
u:2060000,1,25477,1
u:2312736,1,806,1
u:427932,3,14931977,1
u:2338435,1,4300,2
d:49f124b7-f9ea-31ff-baae-f5fe00b1fc7d,1,30555,1
u:2275607,3,3030215,1
u:594418,1,22413,1
u:776158,1,25137,1
u:20077542,2,3286,1
d:eb1766b2-923c-3dea-b81f-bc6bd03328b3,3,2740621,1
u:2171359,2,3456,1
u:746922,3,1031441,1
d:35f6187e2406b26d0650555d5e426979324fa9f5,1,18105,1
u:2244326,1,19679,1
u:2246030,3,13082565,1
u:1456848,1,7020,1
d:8a8d95bd-734d-3a50-b986-4c99f1a830e4,3,14974531,1
u:268409,1,23483,1
u:2288779,1,24139,2
u:400682,3,14998577,1
u:427892,1,4132,2
u:2091212,2,6649,1
u:2353892,3,15007095,1
u:2333445,2,8,1
d:7826cf1e-6259-3b90-a1db-b5c757b04a06,1,21405,1
u:2163208,1,148,1
u:2348598,3,3358757,1
u:2013050,3,14973119,1
u:2353335,1,11499,1
u:31551,2,5983,1
u:2338453,3,5415569,1
u:2028553,1,2764,1
u:2250037,3,13324793,1
u:559402,1,168,1
u:2294677,1,700,1
u:2347156,1,12999,1
u:82746,1,27819,2
u:1022040,1,16281,1
u:2333223,3,4034399,1
u:2114179,1,30199,1
u:2113527,1,30911,1
u:2343279,1,23237,1
u:2350950,1,2416,1
u:2353925,2,6791,1
u:694806,3,905085,2
d:9f534889-b2ae-3ceb-a428-d7c761e3d2cd,1,8144,1
u:2221436,1,407,2
u:2348841,3,5212139,1
u:2011466,1,7756,1
u:148279,2,3332,1
u:1336338,1,19651,1
u:2191708,1,100,1
u:2237195,1,25929,1
u:2174236,1,240,1
u:2229700,1,20391,6
u:1267076,1,21501,1
u:2342739,1,14597,1
u:433494,1,16,1
d:715bf6c9-54c2-3eae-b7e4-9f89ea378ddb,1,27527,1
u:1304592,3,14841787,1
u:1256876,1,264,1
u:2034319,1,14197,1
u:2342521,1,25169,1
u:149951,3,1544756,1
u:2187550,3,14982241,1
u:2321318,2,6295,1
d:b1ffb77c-9bee-3f31-90b4-8bef37a1bbf7,3,14974553,1
u:2142931,1,5500,1
u:663432,2,8,1
u:2231911,1,19951,1
u:2100704,2,6793,1
u:878720,1,1590,1
u:2230247,1,24127,1
u:2327253,1,22477,2
u:287039,1,30637,1
u:2230567,2,3206,1
u:2237192,1,18985,1
d:7e8d9b53-fe13-37bb-aed3-2e1695a88ea5,2,8,1
u:2141253,2,6095,1
u:2022944,1,17229,4
u:1124236,3,13767731,1
u:2244757,1,7046,3
u:2352539,3,1480554,1
u:2278160,2,2578,1
u:2296203,3,2985921,1
u:2254098,2,5831,1
u:2195751,3,5740201,1
u:2207741,2,6311,1
u:626988,2,5519,2
u:1159248,1,10683,1
u:1441934,3,4551067,1
u:2233895,1,12373,1
u:20029762,3,5417099,1
u:2096439,1,2892,1
d:292d9ef5-22dc-33a4-9595-d7a3cbd7d027,1,30787,1
d:243b5965-c88e-3917-a9ae-d68df33e39cc,3,12459217,1
u:2224817,1,23689,1
u:1391026,1,299,2
u:2155781,1,24559,1
u:2352482,3,12651411,1
u:2304696,1,28693,1
u:2248558,1,30457,2
d:7805de73-e3e1-3be1-a0ea-3a3d1163e33e,2,8,1
d:d18b0802-7116-395e-9e05-bcb479d526b6,1,22497,1
u:2066841,3,13101141,1
u:2342112,1,25785,1
u:2277111,1,24137,1
u:2044219,2,136,1
u:2180859,2,3206,1
u:13634,1,9101,1
d:ee39d5d8-004b-323c-90cc-e3597c0fac5a,1,30847,1
u:2249873,1,25091,1
u:2216640,1,12741,1
u:2138563,1,22041,2
u:853132,3,5803905,1
u:2121569,1,9477,2
d:10e5fa41-0869-38c3-95dd-6f4cbf0b931a,1,2724,1
u:15604,2,6779,1
u:828694,2,2750,1
u:2212230,3,2657555,1
u:692676,1,29863,1
u:1257420,3,590471,1
d:6f072ede-70d5-3b08-98b0-8c46916e8f06,1,7640,2
u:2243666,3,14998579,15
u:1484828,1,2626,1
u:2347412,1,16101,2
u:2262663,2,6169,1
u:2029583,1,11245,1
u:1258820,3,3393573,1
u:20042662,2,3880,1
u:2331636,3,12459191,1
u:2349792,3,14969431,1
u:2043817,3,5316393,2
u:335709,1,16029,1
u:2332304,1,10763,1
u:891552,1,499,1
d:00e09407-57f2-35f9-8918-aeba8baed9bb,1,1998,1
u:416714,1,22651,4
u:1382336,3,2994343,1
u:2153767,1,31011,1
d:00ca7b28fc10d1560af912774a1f0de8258ce3a7,3,2522593,1
u:850352,2,2232,1
u:2298031,1,17431,2
u:2333196,1,73,1
u:2355497,3,14974473,1
u:2321020,3,14916621,2
u:2127965,3,14977811,1
d:de3fe06c-33ed-3f3b-b67d-5741638f8461,3,14974553,1
u:661142,1,18761,2
u:608180,1,21609,2
u:20019634,1,2232,1
u:617800,1,20849,1
u:914992,1,28895,1
u:393395,1,10293,1
u:483084,3,14974553,1
u:2349614,3,1600086,1
u:2349103,1,20299,1
u:899268,1,20573,2
u:2176116,2,2362,1
u:685998,1,5814,1
u:2342068,3,5826775,1
u:773742,1,312,1
u:1104276,3,14974473,1
u:2347664,3,13385251,1
u:2352728,3,13234883,1
u:2309194,1,29455,1
u:2351530,1,7864,1
u:666416,2,6169,1
d:c16ec5d6-fd1c-3ae8-a6c1-07ca45b507c7,1,4146,1
d:b1249b1d-636b-3dfe-8c4c-531e70ee2db5,3,12497551,1
u:2212173,1,19255,1
u:2070717,3,5415569,1
u:1438558,1,30469,1
u:2103436,1,13423,1
u:20024242,3,14753043,1
d:565d7363-bce0-3d3f-a5cc-94c6995951fe,3,1425880,1
u:2238866,1,8634,1
u:2170224,1,5748,1
u:1175302,1,29863,1
u:2169735,3,14973119,1
d:48d9efcc-e31a-3aab-8df9-401c50409ee3,3,2657057,2
u:1156292,1,24735,1
u:119039,1,24905,1
u:20017868,3,14973119,1
d:86bfe827759f60751fd229b042ca0eb1fbeef527,1,10911,1
u:1099276,3,5435685,1
u:2068027,2,3584,1
u:663628,3,83366,1
u:2348627,1,24129,1
u:1442676,3,14968067,1
u:1044232,2,3354,1
d:2c8d1647-f5c6-3da4-88ec-30edfcfc2da3,2,3252,1
u:2315483,2,6125,2
u:2044198,3,12459247,1
u:2072090,3,14022681,1
u:981014,3,14953553,1
u:326845,1,207,1
u:2297421,3,13603059,1
u:112463,1,5554,1
u:347121,1,28841,1
u:526884,1,20259,1
u:2269758,3,14897855,1
u:1016816,2,26,1
u:2348697,1,8462,1
u:2038484,2,6095,1
u:2279675,3,12459247,1
u:2256666,1,299,1
u:719552,2,2504,1
u:2269577,1,202,1
u:2269068,1,8887,1
u:618908,1,7556,1
u:20078164,1,74,1
u:727556,1,29437,1
u:2048191,3,14413845,1
u:2067721,1,8132,1
u:2065302,1,499,1
u:2344395,3,14973119,1
u:2064444,3,5213301,1
u:2061718,1,293,1
u:1199690,1,27025,1
u:1450722,3,4133185,1
u:2346592,3,1476222,1
u:2016220,3,14977811,2
u:2310790,3,5067683,1
u:2180546,1,5696,1
u:2080291,3,4064261,1
u:2206297,1,190,1
d:089af9d8-b75d-3aaa-845c-761c278633a9,3,12459247,1
u:2353460,1,30677,1
u:1379806,1,28847,1
u:2346958,1,30773,1
u:20028118,2,8,1
u:2353059,1,20605,1
u:2251056,3,2708139,1
u:2293914,1,20277,1
u:2354444,2,5903,1
u:2348287,1,7892,1
u:852324,1,16587,1
u:2210964,1,6598,1
u:20001398,3,13330687,1
u:2237708,2,2244,1
u:2340126,1,48,1
u:2317516,1,29907,1
u:2266857,1,10909,1
u:938082,3,15006583,1
u:597058,1,26209,1
u:2154313,1,5254,2
u:2043923,3,1550682,1
u:947540,2,3260,1
u:500122,1,12749,1
u:1368106,1,406,2
u:1476606,1,23547,1
u:710330,1,23087,2
d:86478133-8da6-3ed4-8667-134f07728456,1,25493,1
u:2332437,1,159,1
u:20000166,1,2568,1
u:2088399,3,13247367,1
u:1379594,1,1782,3
u:49928,3,5120751,1
d:a347a6e3-9fea-3c5e-93d4-1d6220a5b3d9,3,4546883,1
d:1ac3d032-a323-35ae-ba2e-8b5711443b37,3,14974539,1
u:710186,1,29401,1
u:2355594,3,14978401,1
u:954162,1,24673,1
u:2224587,1,28875,1
u:1331164,1,9503,1
u:2280245,1,6612,1
u:2062641,3,15004451,2
u:957230,1,30543,1
u:2087315,2,2458,1
u:2349626,1,4860,1
u:2313340,1,16047,1
d:cdcc6b64-e907-3a33-a0a6-d70c0e68070c,3,14974473,1
u:2308029,1,22427,1
d:7da6444f-082a-3180-afe0-aee424e609a8,3,12654027,1
u:42876,3,12499005,1
u:626988,2,6107,1
d:993adb03-f0be-3451-947b-39d5dd7d4b14,3,14897855,2
u:2353340,2,5479,1
u:626988,2,3768,3
u:2189182,1,20057,1
u:44058,3,14980101,1
u:209733,1,29863,1
u:2172229,1,24491,1
u:2275227,3,15022377,1
u:2114416,3,13596639,1
u:2014606,1,24285,1
u:1354982,3,1432628,1
u:1055762,2,5008,1
u:489856,1,8578,1
d:1da0075ad19bfca176ae761c4591a76094317e87,3,12739865,1
u:4064,1,29547,1
u:1048956,3,982027,1
u:2221407,1,193,1
u:382927,1,29601,1
u:663628,3,5112053,1
u:2217288,2,6741,2
u:2353374,1,28693,1
d:07749666-c5e5-3396-ae44-bcc32682a7d1,1,8706,1
u:2097756,1,23367,1
u:2291312,1,12875,1
u:892988,1,16027,1
u:2347386,2,6741,1
u:2270615,3,1416346,1
u:20075564,1,30715,2
u:117283,1,3358,1
u:1482146,1,30871,1
d:5751ed8ffc34dedcd0d1e756f968d0d9dd21935f,3,1372446,1
d:b86a835bca7a344a52f3e0b06ef4e8ba297818f1,2,2106,1
u:922136,1,8072,2
u:2285952,1,224,2
u:862214,1,30993,1
u:1469988,1,2118,1
u:2334691,3,14974481,1
u:2351793,2,8,1
u:2271774,1,31155,1
u:1269034,3,15023599,2
u:631314,1,16379,1
u:1322244,1,16,4
u:2344311,1,8332,1
u:20079706,3,14935603,1
u:415768,1,27821,1
u:530326,2,3804,1
u:20002460,1,6638,1
u:1326000,1,31015,1
u:2120798,1,9507,1
u:2041555,3,12604873,1
u:2053902,1,25561,1
d:15dba671-63cc-3a29-9c05-d2f4a4d6492e,3,5525779,1
